,5,10,15,20,25,30,35,40,45,50,55
25,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
50,-100,-100,-100,-100,-100,2,-100,-100,-100,-100,-100
55,-100,-100,-100,-100,-100,3.5,3.5,-100,-100,-100,-100
60,-100,-100,-100,-100,-100,7.3,7.3,20,-100,-100,-100
65,-100,-100,-100,-100,-100,30,30,30,30,-100,-100
70,-100,-100,-100,-100,-100,45,45,45,45,45,-100
75,-100,-100,-100,-100,-100,100,100,100,100,100,100
